Prognosemodell-Auswertung
==================================================
Prognoseprüfungen gesamt: 6.334
Richtig (+/-30 % oder +/-5 min): 5.263
Trefferquote: 83,09 %
Prognose-Abbrüche: 55
Aufnahmeprognose-Abweisungen: 97
Mittlere geschaetzte Restzeit: 43,54 min
Mittlere tatsaechliche Restzeit: 49,48 min
Mittlere absolute Abweichung: 12,42 min
Mittlere prognostizierte Bearbeitungs-Restzeit: 8,20 min
Mittlere gesampelte Bearbeitungs-Restzeit: 8,20 min
Mittlere absolute Bearbeitungs-Abweichung: 0,00 min

Trefferquote je Phase
--------------------------------------------------
Ankunft: 945/1281 (73,77 %) | Prognose 75,51 min | Ist 79,36 min | abs. Abw. 23,98 min
  Bearbeitung: Prognose 12,12 min | Sample 12,12 min | abs. Abw. 0,00 min
NachArzt: 1219/1219 (100,00 %) | Prognose 17,45 min | Ist 17,47 min | abs. Abw. 0,02 min
  Bearbeitung: Prognose 1,16 min | Sample 1,16 min | abs. Abw. 0,00 min
NachRezeption: 993/1230 (80,73 %) | Prognose 43,75 min | Ist 52,48 min | abs. Abw. 13,25 min
  Bearbeitung: Prognose 10,08 min | Sample 10,08 min | abs. Abw. 0,00 min
NachSchwester: 569/688 (82,70 %) | Prognose 42,99 min | Ist 50,99 min | abs. Abw. 12,17 min
  Bearbeitung: Prognose 7,64 min | Sample 7,64 min | abs. Abw. 0,00 min
VorArzt: 989/1228 (80,54 %) | Prognose 35,24 min | Ist 42,76 min | abs. Abw. 11,07 min
  Bearbeitung: Prognose 7,60 min | Sample 7,60 min | abs. Abw. 0,00 min
VorSchwester: 548/688 (79,65 %) | Prognose 45,21 min | Ist 55,63 min | abs. Abw. 14,00 min
  Bearbeitung: Prognose 12,06 min | Sample 12,06 min | abs. Abw. 0,00 min


Details
PatientId;Phase;ZeitpunktMin;PrognoseRestMin;IstRestMin;AbweichungMin;AbweichungProzent;PrognoseBearbeitungsRestMin;GesampelteBearbeitungsRestMin;AbweichungBearbeitungMin;AbweichungBearbeitungProzent;Korrekt;PrognoseFertigBisSchichtende
32;VorArzt;115.14;3.59;3.59;0.00;0.00;3.17;3.17;0.00;0.00;1;1
32;NachArzt;118.48;0.25;0.25;0.00;0.00;0.00;0.00;0.00;;1;1
31;Ankunft;104.85;15.88;15.54;0.34;2.18;8.45;8.45;0.00;0.00;1;1
31;NachRezeption;112.36;8.03;8.03;0.00;0.00;5.27;5.27;0.00;0.00;1;1
31;VorSchwester;112.36;8.03;8.03;0.00;0.00;5.27;5.27;0.00;0.00;1;1
31;NachSchwester;115.85;4.54;4.54;0.00;0.00;1.94;1.94;0.00;0.00;1;1
31;VorArzt;118.03;2.36;2.36;0.00;0.00;1.94;1.94;0.00;0.00;1;1
31;NachArzt;120.14;0.25;0.25;0.00;0.00;0.00;0.00;0.00;;1;1
30;Ankunft;104.13;18.69;40.67;-21.98;-54.04;4.42;4.42;0.00;0.00;0;1
30;NachRezeption;109.18;36.43;35.62;0.81;2.27;3.72;3.72;0.00;0.00;1;1
30;VorArzt;111.27;32.24;33.52;-1.29;-3.84;3.72;3.72;0.00;0.00;1;1
30;NachArzt;113.68;31.12;31.12;0.00;0.00;1.48;1.48;0.00;0.00;1;1
37;Ankunft;115.78;39.97;39.97;0.00;0.00;8.63;8.63;0.00;0.00;1;1
37;NachRezeption;145.74;10.01;10.01;0.00;0.00;7.60;7.60;0.00;0.00;1;1
37;VorArzt;147.73;8.02;8.02;0.00;0.00;7.60;7.60;0.00;0.00;1;1
37;NachArzt;155.50;0.25;0.25;0.00;0.00;0.00;0.00;0.00;;1;1
44;Ankunft;123.76;44.75;44.92;-0.17;-0.37;6.30;6.30;0.00;0.00;1;1
44;NachRezeption;159.05;7.89;9.63;-1.74;-18.03;6.01;6.01;-0.00;-0.00;1;1
44;VorSchwester;159.05;7.89;9.63;-1.74;-18.03;6.01;6.01;-0.00;-0.00;1;1
44;NachSchwester;160.87;7.81;7.81;0.00;0.00;4.36;4.36;0.00;0.00;1;1
44;VorArzt;162.17;4.77;6.51;-1.74;-26.67;4.36;4.36;0.00;0.00;1;1
44;NachArzt;168.43;0.25;0.25;0.00;0.00;0.00;0.00;0.00;;1;1
33;Ankunft;108.06;38.83;66.30;-27.47;-41.43;25.00;25.00;0.00;0.00;0;1
33;NachRezeption;115.61;52.50;58.75;-6.25;-10.64;22.27;22.27;0.00;0.00;1;1
33;VorSchwester;115.61;52.50;58.75;-6.25;-10.64;22.27;22.27;0.00;0.00;1;1
33;NachSchwester;119.55;53.88;54.81;-0.93;-1.70;18.49;18.49;0.00;0.00;1;1
33;VorArzt;120.10;56.33;54.27;2.06;3.80;18.49;18.49;0.00;0.00;1;1
33;NachArzt;137.86;36.50;36.50;0.00;0.00;0.90;0.90;0.00;0.00;1;1
42;Ankunft;121.27;47.30;53.34;-6.04;-11.32;6.14;6.14;0.00;0.00;1;1
42;NachRezeption;158.25;18.07;16.36;1.71;10.46;5.76;5.76;0.00;0.00;1;1
42;VorArzt;162.39;24.05;12.21;11.84;96.92;5.76;5.76;0.00;0.00;0;1
42;NachArzt;174.36;0.25;0.25;0.00;0.00;0.00;0.00;0.00;;1;1
29;Ankunft;96.21;65.22;83.72;-18.50;-22.10;17.41;17.41;0.00;0.00;1;1
29;NachRezeption;107.54;48.45;72.39;-23.94;-33.07;16.30;16.30;0.00;0.00;0;1
29;VorSchwester;107.54;48.45;72.39;-23.94;-33.07;16.30;16.30;0.00;0.00;0;1
29;NachSchwester;112.66;68.57;67.27;1.30;1.93;11.35;11.35;0.00;0.00;1;1
29;VorArzt;138.89;47.16;41.04;6.11;14.90;11.35;11.35;0.00;0.00;1;1
29;NachArzt;147.27;32.66;32.66;0.00;0.00;3.14;3.14;0.00;0.00;1;1
48;Ankunft;127.15;47.57;55.40;-7.83;-14.13;3.58;3.58;0.00;0.00;1;1
48;NachRezeption;170.53;14.32;12.02;2.30;19.16;1.86;1.86;0.00;0.00;1;1
48;VorArzt;172.44;6.50;10.11;-3.61;-35.69;1.86;1.86;0.00;0.00;1;1
48;NachArzt;182.30;0.25;0.25;0.00;0.00;0.00;0.00;0.00;;1;1
28;Ankunft;94.59;73.94;90.03;-16.08;-17.86;29.66;29.66;0.00;0.00;1;1
28;NachRezeption;106.43;56.30;78.19;-21.89;-28.00;28.15;28.15;0.00;0.00;1;1
28;VorSchwester;106.43;56.30;78.19;-21.89;-28.00;28.15;28.15;0.00;0.00;1;1
28;NachSchwester;116.38;69.26;68.24;1.02;1.50;18.36;18.36;0.00;0.00;1;1
28;VorArzt;137.50;53.71;47.12;6.59;13.98;18.36;18.36;0.00;0.00;1;1
28;NachArzt;151.34;33.28;33.28;0.00;0.00;4.69;4.69;0.00;0.00;1;1
54;Ankunft;146.26;40.57;40.25;0.31;0.78;3.15;3.15;0.00;0.00;1;1
54;NachRezeption;174.87;11.48;11.64;-0.17;-1.43;2.56;2.56;0.00;0.00;1;1
54;VorSchwester;174.87;11.48;11.64;-0.17;-1.43;2.56;2.56;0.00;0.00;1;1
54;NachSchwester;176.68;9.50;9.84;-0.33;-3.39;0.92;0.92;0.00;0.00;1;1
54;VorArzt;179.58;6.60;6.94;-0.33;-4.81;0.92;0.92;0.00;0.00;1;1
54;NachArzt;186.26;0.25;0.25;0.00;0.00;0.00;0.00;0.00;;1;1
36;Ankunft;112.22;70.51;75.23;-4.73;-6.28;8.02;8.02;0.00;0.00;1;1
36;NachRezeption;143.24;41.15;44.22;-3.07;-6.94;5.71;5.71;0.00;0.00;1;1
36;VorSchwester;143.24;41.15;44.22;-3.07;-6.94;5.71;5.71;0.00;0.00;1;1
36;NachSchwester;145.03;37.57;42.43;-4.86;-11.46;4.08;4.08;0.00;0.00;1;1
36;VorArzt;148.84;38.02;38.61;-0.60;-1.55;4.08;4.08;0.00;0.00;1;1
36;NachArzt;153.73;33.17;33.72;-0.55;-1.63;1.86;1.86;0.00;0.00;1;1
40;Ankunft;119.67;49.80;73.24;-23.44;-32.00;9.76;9.76;0.00;0.00;0;1
40;NachRezeption;157.51;13.04;35.40;-22.36;-63.15;6.23;6.23;0.00;0.00;0;1
40;VorArzt;162.83;12.09;30.09;-18.00;-59.83;6.23;6.23;0.00;0.00;0;1
40;NachArzt;192.66;0.25;0.25;0.00;0.00;0.00;0.00;0.00;;1;1
38;Ankunft;116.78;69.51;78.68;-9.17;-11.65;8.97;8.97;0.00;0.00;1;1
38;NachRezeption;152.07;38.15;43.39;-5.24;-12.08;2.64;2.64;0.00;0.00;1;1
38;VorArzt;154.28;36.15;41.18;-5.04;-12.23;2.64;2.64;0.00;0.00;1;1
38;NachArzt;156.61;38.85;38.85;0.00;0.00;0.47;0.47;0.00;0.00;1;1
59;Ankunft;155.81;48.59;44.94;3.65;8.12;4.33;4.33;0.00;0.00;1;1
59;NachRezeption;194.34;6.58;6.41;0.17;2.60;4.10;4.10;0.00;0.00;1;1
59;VorSchwester;194.34;6.58;6.41;0.17;2.60;4.10;4.10;0.00;0.00;1;1
59;NachSchwester;196.59;7.26;4.16;3.11;74.72;2.02;2.02;0.00;0.00;1;1
59;VorArzt;197.53;6.32;3.21;3.11;96.62;2.02;2.02;0.00;0.00;1;1
59;NachArzt;200.50;0.25;0.25;0.00;0.00;0.00;0.00;0.00;;1;1
58;Ankunft;154.36;48.82;48.09;0.73;1.52;12.69;12.69;0.00;0.00;1;1
58;NachRezeption;194.11;8.50;8.33;0.17;2.00;5.95;5.95;0.00;0.00;1;1
58;VorSchwester;194.11;8.50;8.33;0.17;2.00;5.95;5.95;0.00;0.00;1;1
58;NachSchwester;195.36;7.08;7.08;0.00;0.00;4.86;4.86;0.00;0.00;1;1
58;VorArzt;196.57;5.88;5.88;0.00;0.00;4.86;4.86;0.00;0.00;1;1
58;NachArzt;202.20;0.25;0.25;0.00;0.00;0.00;0.00;0.00;;1;1
60;Ankunft;155.82;45.72;48.19;-2.48;-5.14;3.67;3.67;0.00;0.00;1;1
60;NachRezeption;194.91;6.93;9.11;-2.18;-23.97;3.11;3.11;-0.00;-0.00;1;1
60;VorArzt;198.02;3.81;6.00;-2.18;-36.41;3.11;3.11;-0.00;-0.00;1;1
60;NachArzt;203.77;0.25;0.25;0.00;0.00;0.00;0.00;0.00;;1;1
47;Ankunft;125.24;48.90;81.27;-32.37;-39.83;8.22;8.22;0.00;0.00;0;1
47;NachRezeption;168.81;24.31;37.70;-13.39;-35.52;3.90;3.90;-0.00;-0.00;0;1
47;VorArzt;169.83;23.29;36.68;-13.39;-36.51;3.90;3.90;-0.00;-0.00;0;1
47;NachArzt;206.26;0.25;0.25;0.00;0.00;0.00;0.00;0.00;;1;1
39;Ankunft;118.35;89.73;91.71;-1.98;-2.15;19.57;19.57;0.00;0.00;1;1
39;NachRezeption;153.98;53.75;56.07;-2.31;-4.13;17.65;17.65;0.00;0.00;1;1
39;VorArzt;156.28;56.69;53.77;2.92;5.44;17.65;17.65;0.00;0.00;1;1
39;NachArzt;163.91;46.14;46.14;0.00;0.00;10.19;10.19;0.00;0.00;1;1
51;Ankunft;132.30;49.46;80.08;-30.62;-38.23;8.58;8.58;0.00;0.00;0;1
51;NachRezeption;172.04;31.41;40.34;-8.93;-22.13;8.20;8.20;0.00;0.00;1;1
51;VorArzt;173.15;30.54;39.23;-8.69;-22.15;8.20;8.20;0.00;0.00;1;1
51;NachArzt;212.13;0.25;0.25;0.00;0.00;0.00;0.00;0.00;;1;1
49;Ankunft;128.29;68.64;85.61;-16.97;-19.82;10.99;10.99;0.00;0.00;1;1
49;NachRezeption;171.01;31.80;42.89;-11.09;-25.85;10.51;10.51;0.00;0.00;1;1
49;VorSchwester;171.01;31.80;42.89;-11.09;-25.85;10.51;10.51;0.00;0.00;1;1
49;NachSchwester;174.46;31.71;39.44;-7.73;-19.59;7.22;7.22;0.00;0.00;1;1
49;VorArzt;176.08;30.15;37.82;-7.66;-20.26;7.22;7.22;0.00;0.00;1;1
49;NachArzt;213.65;0.25;0.25;0.00;0.00;0.00;0.00;0.00;;1;1
46;Ankunft;124.90;86.41;92.12;-5.71;-6.20;8.32;8.32;0.00;0.00;1;1
46;NachRezeption;164.49;65.15;52.53;12.63;24.04;6.71;6.71;0.00;0.00;1;1
46;VorSchwester;164.49;65.15;52.53;12.63;24.04;6.71;6.71;0.00;0.00;1;1
46;NachSchwester;168.05;59.03;48.96;10.07;20.56;3.31;3.31;0.00;0.00;1;1
46;VorArzt;169.39;58.38;47.62;10.77;22.61;3.31;3.31;0.00;0.00;1;1
46;NachArzt;176.83;40.18;40.18;0.00;0.00;1.00;1.00;-0.00;-0.00;1;1
66;Ankunft;172.25;51.00;49.39;1.61;3.27;4.46;4.46;0.00;0.00;1;1
66;NachRezeption;215.92;5.71;5.71;0.00;0.00;1.71;1.71;0.00;0.00;1;1
66;VorArzt;217.10;4.53;4.53;0.00;0.00;1.71;1.71;0.00;0.00;1;1
66;NachArzt;221.39;0.25;0.25;0.00;0.00;0.00;0.00;0.00;;1;1
34;Ankunft;109.01;89.74;115.53;-25.78;-22.32;56.93;56.93;0.00;0.00;1;1
34;NachRezeption;139.37;83.11;85.17;-2.06;-2.42;33.16;33.16;0.00;0.00;1;1
34;VorSchwester;139.37;83.11;85.17;-2.06;-2.42;33.16;33.16;0.00;0.00;1;1
34;NachSchwester;147.62;72.19;76.92;-4.73;-6.16;25.09;25.09;0.00;0.00;1;1
34;VorArzt;162.08;60.82;62.47;-1.64;-2.63;25.09;25.09;0.00;0.00;1;1
34;NachArzt;180.27;44.27;44.27;0.00;0.00;7.06;7.06;0.00;0.00;1;1
61;Ankunft;158.08;55.46;74.43;-18.96;-25.48;6.88;6.88;0.00;0.00;1;1
61;NachRezeption;196.48;33.01;36.03;-3.02;-8.37;5.78;5.78;0.00;0.00;1;1
61;VorArzt;199.36;30.91;33.15;-2.24;-6.75;5.78;5.78;0.00;0.00;1;1
61;NachArzt;232.26;0.25;0.25;0.00;0.00;0.00;0.00;0.00;;1;1
70;Ankunft;182.03;59.58;54.21;5.37;9.90;4.48;4.48;0.00;0.00;1;1
70;NachRezeption;230.69;8.70;5.55;3.15;56.74;3.12;3.12;0.00;0.00;1;1
70;VorSchwester;230.69;8.70;5.55;3.15;56.74;3.12;3.12;0.00;0.00;1;1
70;NachSchwester;232.17;7.06;4.08;2.98;73.18;1.81;1.81;0.00;0.00;1;1
70;VorArzt;233.31;5.92;2.94;2.98;101.60;1.81;1.81;0.00;0.00;1;1
70;NachArzt;235.99;0.25;0.25;0.00;0.00;0.00;0.00;0.00;;1;1
52;Ankunft;134.13;82.52;104.21;-21.69;-20.82;3.56;3.56;0.00;0.00;1;1
52;NachRezeption;172.42;54.93;65.92;-10.98;-16.66;3.17;3.17;0.00;0.00;1;1
52;VorArzt;175.15;49.48;63.19;-13.71;-21.70;3.17;3.17;0.00;0.00;1;1
52;NachArzt;185.18;53.16;53.16;0.00;0.00;0.46;0.46;-0.00;-0.00;1;1
71;Ankunft;182.07;61.56;59.99;1.56;2.61;7.41;7.41;0.00;0.00;1;1
71;NachRezeption;233.72;8.17;8.34;-0.17;-2.00;4.38;4.38;0.00;0.00;1;1
71;VorSchwester;233.72;8.17;8.34;-0.17;-2.00;4.38;4.38;0.00;0.00;1;1
71;NachSchwester;235.77;6.12;6.29;-0.17;-2.65;2.50;2.50;0.00;0.00;1;1
71;VorArzt;238.74;3.32;3.32;0.00;0.00;2.50;2.50;0.00;0.00;1;1
71;NachArzt;241.81;0.25;0.25;0.00;0.00;0.00;0.00;0.00;;1;1
73;Ankunft;187.03;59.82;57.83;2.00;3.45;4.42;4.42;0.00;0.00;1;1
73;NachRezeption;240.04;9.55;4.82;4.73;98.28;2.63;2.63;-0.00;-0.00;1;1
73;VorArzt;240.52;9.07;4.33;4.73;109.23;2.63;2.63;-0.00;-0.00;1;1
73;NachArzt;244.61;0.25;0.25;0.00;0.00;0.00;0.00;0.00;;1;1
43;Ankunft;123.53;100.55;124.24;-23.68;-19.06;18.51;18.51;0.00;0.00;1;1
43;NachRezeption;158.75;71.87;89.01;-17.14;-19.25;18.00;18.00;0.00;0.00;1;1
43;VorSchwester;158.75;71.87;89.01;-17.14;-19.25;18.00;18.00;0.00;0.00;1;1
43;NachSchwester;160.50;69.13;87.27;-18.13;-20.78;16.42;16.42;0.00;0.00;1;1
43;VorArzt;171.46;61.46;76.31;-14.85;-19.46;16.42;16.42;0.00;0.00;1;1
43;NachArzt;190.53;56.90;57.24;-0.34;-0.59;2.89;2.89;0.00;0.00;1;1
64;Ankunft;166.90;73.37;81.18;-7.81;-9.62;19.66;19.66;0.00;0.00;1;1
64;NachRezeption;211.14;28.77;36.94;-8.16;-22.10;18.48;18.48;0.00;0.00;1;1
64;VorSchwester;211.14;28.77;36.94;-8.16;-22.10;18.48;18.48;0.00;0.00;1;1
64;NachSchwester;220.65;22.43;27.43;-5.00;-18.24;9.14;9.14;-0.00;-0.00;1;1
64;VorArzt;225.48;17.75;22.59;-4.84;-21.41;9.14;9.14;-0.00;-0.00;1;1
64;NachArzt;247.83;0.25;0.25;0.00;0.00;0.00;0.00;0.00;;1;1
72;Ankunft;185.04;63.57;64.72;-1.14;-1.77;8.81;8.81;0.00;0.00;1;1
72;NachRezeption;237.80;15.01;11.96;3.05;25.51;4.73;4.73;0.00;0.00;1;1
72;VorArzt;241.67;5.29;8.09;-2.80;-34.61;4.73;4.73;0.00;0.00;1;1
72;NachArzt;249.51;0.25;0.25;0.00;0.00;0.00;0.00;0.00;;1;1
57;Ankunft;153.75;74.11;96.11;-22.00;-22.89;6.49;6.49;0.00;0.00;1;1
57;NachRezeption;185.51;64.65;64.35;0.30;0.46;5.94;5.94;0.00;0.00;1;1
57;VorSchwester;185.51;64.65;64.35;0.30;0.46;5.94;5.94;0.00;0.00;1;1
57;NachSchwester;187.30;62.85;62.56;0.29;0.46;4.32;4.32;0.00;0.00;1;1
57;VorArzt;187.98;61.48;61.88;-0.39;-0.64;4.32;4.32;0.00;0.00;1;1
57;NachArzt;194.15;55.71;55.71;0.00;0.00;0.87;0.87;0.00;0.00;1;1
35;Ankunft;111.47;127.74;142.17;-14.43;-10.15;10.97;10.97;0.00;0.00;1;1
35;NachRezeption;140.93;90.24;112.72;-22.47;-19.94;9.42;9.42;0.00;0.00;1;1
35;VorSchwester;140.93;90.24;112.72;-22.47;-19.94;9.42;9.42;0.00;0.00;1;1
35;NachSchwester;142.39;87.32;111.26;-23.93;-21.51;8.13;8.13;0.00;0.00;1;1
35;VorArzt;189.27;60.56;64.37;-3.80;-5.91;8.13;8.13;0.00;0.00;1;1
35;NachArzt;197.17;56.47;56.47;0.00;0.00;3.79;3.79;-0.00;-0.00;1;1
41;Ankunft;120.57;87.91;135.35;-47.44;-35.05;10.39;10.39;0.00;0.00;0;1
41;NachRezeption;157.87;55.57;98.06;-42.49;-43.33;10.03;10.03;0.00;0.00;0;1
41;VorSchwester;157.87;55.57;98.06;-42.49;-43.33;10.03;10.03;0.00;0.00;0;1
41;NachSchwester;162.86;63.80;93.06;-29.26;-31.44;5.21;5.21;0.00;0.00;0;1
41;VorArzt;165.47;71.15;90.45;-19.30;-21.34;5.21;5.21;0.00;0.00;1;1
41;NachArzt;198.31;57.61;57.61;0.00;0.00;1.21;1.21;0.00;0.00;1;1
65;Ankunft;168.90;84.87;89.50;-4.62;-5.17;12.98;12.98;0.00;0.00;1;1
65;NachRezeption;213.18;30.56;45.21;-14.65;-32.40;10.94;10.94;0.00;0.00;0;1
65;VorSchwester;213.18;30.56;45.21;-14.65;-32.40;10.94;10.94;0.00;0.00;0;1
65;NachSchwester;217.32;26.57;41.07;-14.51;-35.32;6.97;6.97;0.00;0.00;0;1
65;VorArzt;233.83;12.07;24.56;-12.49;-50.87;6.97;6.97;0.00;0.00;0;1
65;NachArzt;258.14;0.25;0.25;0.00;0.00;0.00;0.00;0.00;;1;1
53;Ankunft;137.81;85.15;124.32;-39.16;-31.50;11.96;11.96;0.00;0.00;0;1
53;NachRezeption;173.38;74.47;88.74;-14.27;-16.08;11.00;11.00;0.00;0.00;1;1
53;VorSchwester;174.03;73.18;88.10;-14.92;-16.94;11.00;11.00;0.00;0.00;1;1
53;NachSchwester;178.90;71.83;83.23;-11.40;-13.70;6.30;6.30;-0.00;-0.00;1;1
53;VorArzt;180.07;68.17;82.06;-13.89;-16.93;6.30;6.30;-0.00;-0.00;1;1
53;NachArzt;219.51;42.62;42.62;0.00;0.00;0.61;0.61;-0.00;-0.00;1;1
81;Ankunft;202.92;65.25;60.98;4.27;7.01;4.84;4.84;0.00;0.00;1;1
81;NachRezeption;257.63;6.27;6.27;0.00;0.00;4.20;4.20;-0.00;-0.00;1;1
81;VorSchwester;257.63;6.27;6.27;0.00;0.00;4.20;4.20;-0.00;-0.00;1;1
81;NachSchwester;260.18;3.71;3.71;0.00;0.00;1.81;1.81;-0.00;-0.00;1;1
81;VorArzt;260.37;3.52;3.52;0.00;0.00;1.81;1.81;-0.00;-0.00;1;1
81;NachArzt;263.65;0.25;0.25;0.00;0.00;0.00;0.00;0.00;;1;1
50;Ankunft;130.07;112.60;139.86;-27.27;-19.49;18.55;18.55;0.00;0.00;1;1
50;NachRezeption;171.66;78.65;98.28;-19.63;-19.97;17.90;17.90;0.00;0.00;1;1
50;VorSchwester;171.66;78.65;98.28;-19.63;-19.97;17.90;17.90;0.00;0.00;1;1
50;NachSchwester;176.36;80.26;93.57;-13.32;-14.23;13.36;13.36;0.00;0.00;1;1
50;VorArzt;179.27;76.36;90.66;-14.30;-15.78;13.36;13.36;0.00;0.00;1;1
50;NachArzt;221.02;48.91;48.91;0.00;0.00;4.64;4.64;0.00;0.00;1;1
55;Ankunft;146.77;78.75;134.33;-55.58;-41.37;11.86;11.86;0.00;0.00;0;1
55;NachRezeption;176.71;75.27;104.38;-29.11;-27.89;10.02;10.02;-0.00;-0.00;1;1
55;VorSchwester;176.71;75.27;104.38;-29.11;-27.89;10.02;10.02;-0.00;-0.00;1;1
55;NachSchwester;180.54;81.84;100.55;-18.72;-18.62;6.36;6.36;-0.00;-0.00;1;1
55;VorArzt;182.59;87.00;98.51;-11.50;-11.68;6.36;6.36;-0.00;-0.00;1;1
55;NachArzt;226.26;54.84;54.84;0.00;0.00;1.29;1.29;0.00;0.00;1;1
56;Ankunft;151.95;75.09;129.99;-54.90;-42.23;6.03;6.03;0.00;0.00;0;1
56;NachRezeption;184.96;83.08;96.98;-13.90;-14.33;5.60;5.60;0.00;0.00;1;1
56;VorArzt;188.43;84.99;93.51;-8.52;-9.11;5.60;5.60;0.00;0.00;1;1
56;NachArzt;226.31;55.62;55.62;0.00;0.00;0.84;0.84;-0.00;-0.00;1;1
67;Ankunft;179.98;90.24;102.85;-12.61;-12.26;4.47;4.47;0.00;0.00;1;1
67;NachRezeption;217.40;57.04;65.44;-8.40;-12.84;4.00;4.00;-0.00;-0.00;1;1
67;VorArzt;222.79;54.94;60.04;-5.10;-8.50;4.00;4.00;-0.00;-0.00;1;1
67;NachArzt;229.52;53.31;53.31;0.00;0.00;0.90;0.90;-0.00;-0.00;1;1
63;Ankunft;163.55;100.49;124.93;-24.44;-19.56;13.37;13.37;0.00;0.00;1;1
63;NachRezeption;199.77;90.62;88.70;1.91;2.16;10.99;10.99;-0.00;-0.00;1;1
63;VorSchwester;199.77;90.62;88.70;1.91;2.16;10.99;10.99;-0.00;-0.00;1;1
63;NachSchwester;202.47;86.36;86.00;0.35;0.41;8.46;8.46;0.00;0.00;1;1
63;VorArzt;204.58;83.23;83.90;-0.67;-0.80;8.46;8.46;0.00;0.00;1;1
63;NachArzt;234.01;54.47;54.47;0.00;0.00;4.14;4.14;0.00;0.00;1;1
86;Ankunft;212.67;75.92;76.43;-0.51;-0.67;9.76;9.76;0.00;0.00;1;1
86;NachRezeption;261.44;29.43;27.67;1.76;6.36;9.53;9.53;0.00;0.00;1;1
86;VorArzt;266.54;11.71;22.57;-10.86;-48.11;9.53;9.53;0.00;0.00;0;1
86;NachArzt;288.86;0.25;0.25;0.00;0.00;0.00;0.00;0.00;;1;1
62;Ankunft;159.26;98.50;131.01;-32.51;-24.81;16.44;16.44;0.00;0.00;1;1
62;NachRezeption;197.40;91.56;92.88;-1.31;-1.41;15.52;15.52;0.00;0.00;1;1
62;VorSchwester;197.40;91.56;92.88;-1.31;-1.41;15.52;15.52;0.00;0.00;1;1
62;NachSchwester;205.98;83.39;84.29;-0.90;-1.07;7.10;7.10;0.00;0.00;1;1
62;VorArzt;206.25;82.86;84.03;-1.17;-1.39;7.10;7.10;0.00;0.00;1;1
62;NachArzt;238.51;51.76;51.76;0.00;0.00;1.01;1.01;-0.00;-0.00;1;1
69;Ankunft;181.62;105.00;111.05;-6.05;-5.45;8.71;8.71;0.00;0.00;1;1
69;NachRezeption;229.33;62.82;63.33;-0.51;-0.81;5.37;5.37;0.00;0.00;1;1
69;VorArzt;233.50;57.05;59.16;-2.11;-3.56;5.37;5.37;0.00;0.00;1;1
69;NachArzt;239.14;53.52;53.52;0.00;0.00;2.39;2.39;0.00;0.00;1;1
89;Ankunft;224.49;73.49;70.13;3.36;4.79;5.86;5.86;0.00;0.00;1;1
89;NachRezeption;274.48;19.98;20.14;-0.17;-0.83;5.35;5.35;0.00;0.00;1;1
89;VorArzt;277.05;17.41;17.57;-0.17;-0.95;5.35;5.35;0.00;0.00;1;1
89;NachArzt;294.37;0.25;0.25;0.00;0.00;0.00;0.00;0.00;;1;1
80;Ankunft;202.10;92.08;94.28;-2.20;-2.33;24.33;24.33;0.00;0.00;1;1
80;NachRezeption;256.98;34.29;39.41;-5.12;-12.99;23.19;23.19;0.00;0.00;1;1
80;VorSchwester;256.98;34.29;39.41;-5.12;-12.99;23.19;23.19;0.00;0.00;1;1
80;NachSchwester;265.66;32.51;30.72;1.78;5.81;14.67;14.67;-0.00;-0.00;1;1
80;VorArzt;274.09;20.15;22.30;-2.15;-9.62;14.67;14.67;-0.00;-0.00;1;1
80;NachArzt;296.14;0.25;0.25;0.00;0.00;0.00;0.00;0.00;;1;1
76;Ankunft;190.56;129.26;109.76;19.50;17.76;7.12;7.12;0.00;0.00;1;1
76;NachRezeption;244.80;61.77;55.52;6.24;11.25;6.78;6.78;0.00;0.00;1;1
76;VorSchwester;244.80;61.77;55.52;6.24;11.25;6.78;6.78;0.00;0.00;1;1
76;NachSchwester;246.74;57.71;53.58;4.13;7.71;5.01;5.01;0.00;0.00;1;1
76;VorArzt;247.37;56.45;52.95;3.50;6.62;5.01;5.01;0.00;0.00;1;1
76;NachArzt;251.01;49.31;49.31;0.00;0.00;1.99;1.99;0.00;0.00;1;1
68;Ankunft;180.68;128.58;121.30;7.28;6.00;9.82;9.82;0.00;0.00;1;1
68;NachRezeption;225.99;74.02;75.99;-1.96;-2.58;8.29;8.29;0.00;0.00;1;1
68;VorArzt;226.28;80.00;75.70;4.30;5.68;8.29;8.29;0.00;0.00;1;1
68;NachArzt;257.22;44.75;44.75;0.00;0.00;0.74;0.74;0.00;0.00;1;1
90;Ankunft;226.03;75.03;77.65;-2.62;-3.38;12.37;12.37;0.00;0.00;1;1
90;NachRezeption;279.72;22.03;23.97;-1.93;-8.07;7.13;7.13;0.00;0.00;1;1
90;VorArzt;284.92;16.83;18.76;-1.93;-10.30;7.13;7.13;0.00;0.00;1;1
90;NachArzt;303.43;0.25;0.25;0.00;0.00;0.00;0.00;0.00;;1;1
77;Ankunft;192.11;142.95;112.84;30.12;26.69;5.11;5.11;0.00;0.00;1;1
77;NachRezeption;248.10;63.91;56.85;7.07;12.43;4.70;4.70;0.00;0.00;1;1
77;VorArzt;250.80;58.98;54.14;4.84;8.93;4.70;4.70;0.00;0.00;1;1
77;NachArzt;261.67;43.27;43.27;0.00;0.00;1.33;1.33;0.00;0.00;1;1
